pattern_i,pattern_j,orig_row_i,orig_row_j,bits_i,bits_j,swaps
27,154,115,418,001110011,110100010,0
27,155,115,419,001110011,110100011,0
27,156,115,421,001110011,110100101,0
27,157,115,423,001110011,110100111,0
27,158,115,426,001110011,110101010,0
27,159,115,427,001110011,110101011,0
27,160,115,429,001110011,110101101,0
27,161,115,431,001110011,110101111,0
27,162,115,437,001110011,110110101,0
27,163,115,445,001110011,110111101,0
27,164,115,458,001110011,111001010,0
27,165,115,460,001110011,111001100,0
27,166,115,462,001110011,111001110,0
27,167,115,468,001110011,111010100,0
27,168,115,469,001110011,111010101,0
27,169,115,476,001110011,111011100,0
27,170,115,482,001110011,111100010,0
27,171,115,483,001110011,111100011,0
27,172,115,485,001110011,111100101,0
27,173,115,487,001110011,111100111,0
27,174,115,490,001110011,111101010,0
27,175,115,501,001110011,111110101,0
28,29,117,119,001110101,001110111,0
28,30,117,120,001110101,001111000,0
28,31,117,122,001110101,001111010,0
28,32,117,136,001110101,010001000,0
28,33,117,137,001110101,010001001,0
28,34,117,138,001110101,010001010,0
28,35,117,139,001110101,010001011,0
28,36,117,140,001110101,010001100,0
28,37,117,141,001110101,010001101,0
28,38,117,142,001110101,010001110,0
28,39,117,143,001110101,010001111,0
28,40,117,144,001110101,010010000,0
28,41,117,145,001110101,010010001,0
28,42,117,148,001110101,010010100,0
28,43,117,149,001110101,010010101,0
28,44,117,152,001110101,010011000,0
28,45,117,153,001110101,010011001,0
28,46,117,156,001110101,010011100,0
28,47,117,157,001110101,010011101,0
28,48,117,160,001110101,010100000,0
28,49,117,161,001110101,010100001,0
28,50,117,162,001110101,010100010,0
28,51,117,163,001110101,010100011,0
28,52,117,165,001110101,010100101,0
28,53,117,167,001110101,010100111,0
28,54,117,168,001110101,010101000,0
28,55,117,169,001110101,010101001,0
28,56,117,170,001110101,010101010,0
28,57,117,171,001110101,010101011,0
28,58,117,173,001110101,010101101,0
28,59,117,175,001110101,010101111,0
28,60,117,176,001110101,010110000,0
28,61,117,177,001110101,010110001,0
28,62,117,181,001110101,010110101,0
28,63,117,184,001110101,010111000,0
28,64,117,185,001110101,010111001,0
28,65,117,189,001110101,010111101,0
28,66,117,200,001110101,011001000,0
28,67,117,202,001110101,011001010,0
28,68,117,204,001110101,011001100,0
28,69,117,206,001110101,011001110,0
28,70,117,208,001110101,011010000,0
28,71,117,209,001110101,011010001,0
28,72,117,212,001110101,011010100,0
28,73,117,213,001110101,011010101,0
28,74,117,216,001110101,011011000,0
28,75,117,220,001110101,011011100,0
28,76,117,224,001110101,011100000,0
28,77,117,225,001110101,011100001,0
28,78,117,226,001110101,011100010,0
28,79,117,227,001110101,011100011,0
28,80,117,229,001110101,011100101,0
28,81,117,231,001110101,011100111,0
28,82,117,232,001110101,011101000,0
28,83,117,234,001110101,011101010,0
28,84,117,240,001110101,011110000,0
28,85,117,241,001110101,011110001,0
28,86,117,245,001110101,011110101,0
28,87,117,248,001110101,011111000,0
28,88,117,266,001110101,100001010,0
28,89,117,267,001110101,100001011,0
28,90,117,268,001110101,100001100,0
28,91,117,269,001110101,100001101,0
28,92,117,270,001110101,100001110,0
28,93,117,271,001110101,100001111,0
28,94,117,274,001110101,100010010,0
28,95,117,275,001110101,100010011,0
28,96,117,276,001110101,100010100,0
28,97,117,277,001110101,100010101,0
28,98,117,278,001110101,100010110,0
28,99,117,279,001110101,100010111,0
28,100,117,282,001110101,100011010,0
28,101,117,283,001110101,100011011,0
28,102,117,284,001110101,100011100,0
28,103,117,285,001110101,100011101,0
28,104,117,286,001110101,100011110,0
28,105,117,287,001110101,100011111,0
28,106,117,290,001110101,100100010,0
28,107,117,291,001110101,100100011,0
28,108,117,293,001110101,100100101,0
28,109,117,295,001110101,100100111,0
28,110,117,298,001110101,100101010,0
28,111,117,299,001110101,100101011,0
28,112,117,301,001110101,100101101,0
28,113,117,303,001110101,100101111,0
28,114,117,306,001110101,100110010,0
28,115,117,307,001110101,100110011,0
28,116,117,309,001110101,100110101,0
28,117,117,311,001110101,100110111,0
28,118,117,314,001110101,100111010,0
28,119,117,315,001110101,100111011,0
28,120,117,317,001110101,100111101,0
28,121,117,319,001110101,100111111,0
28,122,117,330,001110101,101001010,0
28,123,117,332,001110101,101001100,0
28,124,117,334,001110101,101001110,0
28,125,117,338,001110101,101010010,0
28,126,117,339,001110101,101010011,0
28,127,117,340,001110101,101010100,0
28,128,117,341,001110101,101010101,0
28,129,117,342,001110101,101010110,0
28,130,117,343,001110101,101010111,0
28,131,117,346,001110101,101011010,0
28,132,117,348,001110101,101011100,0
28,133,117,350,001110101,101011110,0
28,134,117,354,001110101,101100010,0
28,135,117,355,001110101,101100011,0
28,136,117,357,001110101,101100101,0
28,137,117,359,001110101,101100111,0
28,138,117,362,001110101,101101010,0
28,139,117,370,001110101,101110010,0
28,140,117,371,001110101,101110011,0
28,141,117,373,001110101,101110101,0
28,142,117,375,001110101,101110111,0
28,143,117,378,001110101,101111010,0
28,144,117,394,001110101,110001010,0
28,145,117,395,001110101,110001011,0
28,146,117,396,001110101,110001100,0
28,147,117,397,001110101,110001101,0
28,148,117,398,001110101,110001110,0
28,149,117,399,001110101,110001111,0
28,150,117,404,001110101,110010100,0
28,151,117,405,001110101,110010101,0
28,152,117,412,001110101,110011100,0
28,153,117,413,001110101,110011101,0
28,154,117,418,001110101,110100010,0
28,155,117,419,001110101,110100011,0
28,156,117,421,001110101,110100101,0
28,157,117,423,001110101,110100111,0
28,158,117,426,001110101,110101010,0
28,159,117,427,001110101,110101011,0
28,160,117,429,001110101,110101101,0
28,161,117,431,001110101,110101111,0
28,162,117,437,001110101,110110101,0
28,163,117,445,001110101,110111101,0
28,164,117,458,001110101,111001010,0
28,165,117,460,001110101,111001100,0
28,166,117,462,001110101,111001110,0
28,167,117,468,001110101,111010100,0
28,168,117,469,001110101,111010101,0
28,169,117,476,001110101,111011100,0
28,170,117,482,001110101,111100010,0
28,171,117,483,001110101,111100011,0
28,172,117,485,001110101,111100101,0
28,173,117,487,001110101,111100111,0
28,174,117,490,001110101,111101010,0
28,175,117,501,001110101,111110101,0
29,30,119,120,001110111,001111000,0
29,31,119,122,001110111,001111010,0
29,32,119,136,001110111,010001000,0
29,33,119,137,001110111,010001001,0
29,34,119,138,001110111,010001010,0
29,35,119,139,001110111,010001011,0
29,36,119,140,001110111,010001100,0
29,37,119,141,001110111,010001101,0
29,38,119,142,001110111,010001110,0
29,39,119,143,001110111,010001111,0
29,40,119,144,001110111,010010000,0
29,41,119,145,001110111,010010001,0
29,42,119,148,001110111,010010100,0
29,43,119,149,001110111,010010101,0
29,44,119,152,001110111,010011000,0
29,45,119,153,001110111,010011001,0
29,46,119,156,001110111,010011100,0
29,47,119,157,001110111,010011101,0
29,48,119,160,001110111,010100000,0
29,49,119,161,001110111,010100001,0
29,50,119,162,001110111,010100010,0
29,51,119,163,001110111,010100011,0
29,52,119,165,001110111,010100101,0
29,53,119,167,001110111,010100111,0
29,54,119,168,001110111,010101000,0
29,55,119,169,001110111,010101001,0
29,56,119,170,001110111,010101010,0
29,57,119,171,001110111,010101011,0
29,58,119,173,001110111,010101101,0
29,59,119,175,001110111,010101111,0
29,60,119,176,001110111,010110000,0
29,61,119,177,001110111,010110001,0
29,62,119,181,001110111,010110101,0
29,63,119,184,001110111,010111000,0
29,64,119,185,001110111,010111001,0
29,65,119,189,001110111,010111101,0
29,66,119,200,001110111,011001000,0
29,67,119,202,001110111,011001010,0
29,68,119,204,001110111,011001100,0
29,69,119,206,001110111,011001110,0
29,70,119,208,001110111,011010000,0
29,71,119,209,001110111,011010001,0
29,72,119,212,001110111,011010100,0
29,73,119,213,001110111,011010101,0
29,74,119,216,001110111,011011000,0
29,75,119,220,001110111,011011100,0
29,76,119,224,001110111,011100000,0
29,77,119,225,001110111,011100001,0
29,78,119,226,001110111,011100010,0
29,79,119,227,001110111,011100011,0
29,80,119,229,001110111,011100101,0
29,81,119,231,001110111,011100111,0
29,82,119,232,001110111,011101000,0
29,83,119,234,001110111,011101010,0
29,84,119,240,001110111,011110000,0
29,85,119,241,001110111,011110001,0
29,86,119,245,001110111,011110101,0
29,87,119,248,001110111,011111000,0
29,88,119,266,001110111,100001010,0
29,89,119,267,001110111,100001011,0
29,90,119,268,001110111,100001100,0
29,91,119,269,001110111,100001101,0
29,92,119,270,001110111,100001110,0
29,93,119,271,001110111,100001111,0
29,94,119,274,001110111,100010010,0
29,95,119,275,001110111,100010011,0
29,96,119,276,001110111,100010100,0
29,97,119,277,001110111,100010101,0
29,98,119,278,001110111,100010110,0
29,99,119,279,001110111,100010111,0
29,100,119,282,001110111,100011010,0
29,101,119,283,001110111,100011011,0
29,102,119,284,001110111,100011100,0
29,103,119,285,001110111,100011101,0
29,104,119,286,001110111,100011110,0
29,105,119,287,001110111,100011111,0
29,106,119,290,001110111,100100010,0
29,107,119,291,001110111,100100011,0
29,108,119,293,001110111,100100101,0
29,109,119,295,001110111,100100111,0
29,110,119,298,001110111,100101010,0
29,111,119,299,001110111,100101011,0
29,112,119,301,001110111,100101101,0
29,113,119,303,001110111,100101111,0
29,114,119,306,001110111,100110010,0
29,115,119,307,001110111,100110011,0
29,116,119,309,001110111,100110101,0
29,117,119,311,001110111,100110111,0
29,118,119,314,001110111,100111010,0
29,119,119,315,001110111,100111011,0
29,120,119,317,001110111,100111101,0
29,121,119,319,001110111,100111111,0
29,122,119,330,001110111,101001010,0
29,123,119,332,001110111,101001100,0
29,124,119,334,001110111,101001110,0
29,125,119,338,001110111,101010010,0
29,126,119,339,001110111,101010011,0
29,127,119,340,001110111,101010100,0
29,128,119,341,001110111,101010101,0
29,129,119,342,001110111,101010110,0
29,130,119,343,001110111,101010111,0
29,131,119,346,001110111,101011010,0
29,132,119,348,001110111,101011100,0
29,133,119,350,001110111,101011110,0
29,134,119,354,001110111,101100010,0
29,135,119,355,001110111,101100011,0
29,136,119,357,001110111,101100101,0
29,137,119,359,001110111,101100111,0
29,138,119,362,001110111,101101010,0
29,139,119,370,001110111,101110010,0
29,140,119,371,001110111,101110011,0
29,141,119,373,001110111,101110101,0
29,142,119,375,001110111,101110111,0
29,143,119,378,001110111,101111010,0
29,144,119,394,001110111,110001010,0
29,145,119,395,001110111,110001011,0
29,146,119,396,001110111,110001100,0
29,147,119,397,001110111,110001101,0
29,148,119,398,001110111,110001110,0
29,149,119,399,001110111,110001111,0
29,150,119,404,001110111,110010100,0
29,151,119,405,001110111,110010101,0
29,152,119,412,001110111,110011100,0
29,153,119,413,001110111,110011101,0
29,154,119,418,001110111,110100010,0
29,155,119,419,001110111,110100011,0
29,156,119,421,001110111,110100101,0
29,157,119,423,001110111,110100111,0
29,158,119,426,001110111,110101010,0
29,159,119,427,001110111,110101011,0
29,160,119,429,001110111,110101101,0
29,161,119,431,001110111,110101111,0
29,162,119,437,001110111,110110101,0
29,163,119,445,001110111,110111101,0
29,164,119,458,001110111,111001010,0
29,165,119,460,001110111,111001100,0
29,166,119,462,001110111,111001110,0
29,167,119,468,001110111,111010100,0
29,168,119,469,001110111,111010101,0
29,169,119,476,001110111,111011100,0
29,170,119,482,001110111,111100010,0
29,171,119,483,001110111,111100011,0
29,172,119,485,001110111,111100101,0
29,173,119,487,001110111,111100111,0
29,174,119,490,001110111,111101010,0
29,175,119,501,001110111,111110101,0
30,31,120,122,001111000,001111010,0
30,32,120,136,001111000,010001000,0
30,33,120,137,001111000,010001001,0
30,34,120,138,001111000,010001010,0
30,35,120,139,001111000,010001011,0
30,36,120,140,001111000,010001100,0
30,37,120,141,001111000,010001101,0
30,38,120,142,001111000,010001110,0
30,39,120,143,001111000,010001111,0
30,40,120,144,001111000,010010000,0
30,41,120,145,001111000,010010001,0
30,42,120,148,001111000,010010100,0
30,43,120,149,001111000,010010101,0
30,44,120,152,001111000,010011000,0
30,45,120,153,001111000,010011001,0
30,46,120,156,001111000,010011100,0
30,47,120,157,001111000,010011101,0
30,48,120,160,001111000,010100000,0
30,49,120,161,001111000,010100001,0
30,50,120,162,001111000,010100010,0
30,51,120,163,001111000,010100011,0
30,52,120,165,001111000,010100101,0
30,53,120,167,001111000,010100111,0
30,54,120,168,001111000,010101000,0
30,55,120,169,001111000,010101001,0
30,56,120,170,001111000,010101010,0
30,57,120,171,001111000,010101011,0
30,58,120,173,001111000,010101101,0
30,59,120,175,001111000,010101111,0
30,60,120,176,001111000,010110000,0
30,61,120,177,001111000,010110001,0
30,62,120,181,001111000,010110101,0
30,63,120,184,001111000,010111000,0
30,64,120,185,001111000,010111001,0
30,65,120,189,001111000,010111101,0
30,66,120,200,001111000,011001000,0
30,67,120,202,001111000,011001010,0
30,68,120,204,001111000,011001100,0
30,69,120,206,001111000,011001110,0
30,70,120,208,001111000,011010000,0
30,71,120,209,001111000,011010001,0
30,72,120,212,001111000,011010100,0
30,73,120,213,001111000,011010101,0
30,74,120,216,001111000,011011000,0
30,75,120,220,001111000,011011100,0
30,76,120,224,001111000,011100000,0
30,77,120,225,001111000,011100001,0
30,78,120,226,001111000,011100010,0
30,79,120,227,001111000,011100011,0
30,80,120,229,001111000,011100101,0
30,81,120,231,001111000,011100111,0
30,82,120,232,001111000,011101000,0
30,83,120,234,001111000,011101010,0
30,84,120,240,001111000,011110000,0
30,85,120,241,001111000,011110001,0
30,86,120,245,001111000,011110101,0
30,87,120,248,001111000,011111000,0
30,88,120,266,001111000,100001010,0
30,89,120,267,001111000,100001011,0
30,90,120,268,001111000,100001100,0
30,91,120,269,001111000,100001101,0
30,92,120,270,001111000,100001110,0
30,93,120,271,001111000,100001111,0
30,94,120,274,001111000,100010010,0
30,95,120,275,001111000,100010011,0
30,96,120,276,001111000,100010100,0
30,97,120,277,001111000,100010101,0
30,98,120,278,001111000,100010110,0
30,99,120,279,001111000,100010111,0
30,100,120,282,001111000,100011010,0
30,101,120,283,001111000,100011011,0
30,102,120,284,001111000,100011100,0
30,103,120,285,001111000,100011101,0
30,104,120,286,001111000,100011110,0
30,105,120,287,001111000,100011111,0
30,106,120,290,001111000,100100010,0
30,107,120,291,001111000,100100011,0
30,108,120,293,001111000,100100101,0
30,109,120,295,001111000,100100111,0
30,110,120,298,001111000,100101010,0
30,111,120,299,001111000,100101011,0
30,112,120,301,001111000,100101101,0
30,113,120,303,001111000,100101111,0
30,114,120,306,001111000,100110010,0
30,115,120,307,001111000,100110011,0
30,116,120,309,001111000,100110101,0
30,117,120,311,001111000,100110111,0
30,118,120,314,001111000,100111010,0
30,119,120,315,001111000,100111011,0
30,120,120,317,001111000,100111101,0
30,121,120,319,001111000,100111111,0
30,122,120,330,001111000,101001010,0
30,123,120,332,001111000,101001100,0
30,124,120,334,001111000,101001110,0
30,125,120,338,001111000,101010010,0
30,126,120,339,001111000,101010011,0
30,127,120,340,001111000,101010100,0
30,128,120,341,001111000,101010101,0
30,129,120,342,001111000,101010110,0
30,130,120,343,001111000,101010111,0
30,131,120,346,001111000,101011010,0
30,132,120,348,001111000,101011100,0
30,133,120,350,001111000,101011110,0
30,134,120,354,001111000,101100010,0
30,135,120,355,001111000,101100011,0
30,136,120,357,001111000,101100101,0
30,137,120,359,001111000,101100111,0
30,138,120,362,001111000,101101010,0
30,139,120,370,001111000,101110010,0
30,140,120,371,001111000,101110011,0
30,141,120,373,001111000,101110101,0
30,142,120,375,001111000,101110111,0
30,143,120,378,001111000,101111010,0
30,144,120,394,001111000,110001010,0
30,145,120,395,001111000,110001011,0
30,146,120,396,001111000,110001100,0
30,147,120,397,001111000,110001101,0
30,148,120,398,001111000,110001110,0
30,149,120,399,001111000,110001111,0
30,150,120,404,001111000,110010100,0
30,151,120,405,001111000,110010101,0
30,152,120,412,001111000,110011100,0
30,153,120,413,001111000,110011101,0
30,154,120,418,001111000,110100010,0
30,155,120,419,001111000,110100011,0
30,156,120,421,001111000,110100101,0
30,157,120,423,001111000,110100111,0
30,158,120,426,001111000,110101010,0
30,159,120,427,001111000,110101011,0
30,160,120,429,001111000,110101101,0
30,161,120,431,001111000,110101111,0
30,162,120,437,001111000,110110101,0
30,163,120,445,001111000,110111101,0
30,164,120,458,001111000,111001010,0
30,165,120,460,001111000,111001100,0
30,166,120,462,001111000,111001110,0
30,167,120,468,001111000,111010100,0
30,168,120,469,001111000,111010101,0
30,169,120,476,001111000,111011100,0
30,170,120,482,001111000,111100010,0
30,171,120,483,001111000,111100011,0
30,172,120,485,001111000,111100101,0
30,173,120,487,001111000,111100111,0
30,174,120,490,001111000,111101010,0
30,175,120,501,001111000,111110101,0
31,32,122,136,001111010,010001000,0
31,33,122,137,001111010,010001001,0
31,34,122,138,001111010,010001010,0
31,35,122,139,001111010,010001011,0
31,36,122,140,001111010,010001100,0
31,37,122,141,001111010,010001101,0
31,38,122,142,001111010,010001110,0
31,39,122,143,001111010,010001111,0
31,40,122,144,001111010,010010000,0
31,41,122,145,001111010,010010001,0
31,42,122,148,001111010,010010100,0
31,43,122,149,001111010,010010101,0
31,44,122,152,001111010,010011000,0
31,45,122,153,001111010,010011001,0
31,46,122,156,001111010,010011100,0
31,47,122,157,001111010,010011101,0
31,48,122,160,001111010,010100000,0
31,49,122,161,001111010,010100001,0
31,50,122,162,001111010,010100010,0
31,51,122,163,001111010,010100011,0
31,52,122,165,001111010,010100101,0
31,53,122,167,001111010,010100111,0
31,54,122,168,001111010,010101000,0
31,55,122,169,001111010,010101001,0
31,56,122,170,001111010,010101010,0
31,57,122,171,001111010,010101011,0
31,58,122,173,001111010,010101101,0
31,59,122,175,001111010,010101111,0
31,60,122,176,001111010,010110000,0
31,61,122,177,001111010,010110001,0
31,62,122,181,001111010,010110101,0
31,63,122,184,001111010,010111000,0
31,64,122,185,001111010,010111001,0
31,65,122,189,001111010,010111101,0
31,66,122,200,001111010,011001000,0
31,67,122,202,001111010,011001010,0
31,68,122,204,001111010,011001100,0
31,69,122,206,001111010,011001110,0
31,70,122,208,001111010,011010000,0
31,71,122,209,001111010,011010001,0
31,72,122,212,001111010,011010100,0
31,73,122,213,001111010,011010101,0
31,74,122,216,001111010,011011000,0
31,75,122,220,001111010,011011100,0
31,76,122,224,001111010,011100000,0
31,77,122,225,001111010,011100001,0
31,78,122,226,001111010,011100010,0
31,79,122,227,001111010,011100011,0
31,80,122,229,001111010,011100101,0
31,81,122,231,001111010,011100111,0
31,82,122,232,001111010,011101000,0
31,83,122,234,001111010,011101010,0
31,84,122,240,001111010,011110000,0
31,85,122,241,001111010,011110001,0
31,86,122,245,001111010,011110101,0
31,87,122,248,001111010,011111000,0
31,88,122,266,001111010,100001010,0
31,89,122,267,001111010,100001011,0
31,90,122,268,001111010,100001100,0
31,91,122,269,001111010,100001101,0
31,92,122,270,001111010,100001110,0
31,93,122,271,001111010,100001111,0
31,94,122,274,001111010,100010010,0
31,95,122,275,001111010,100010011,0
31,96,122,276,001111010,100010100,0
31,97,122,277,001111010,100010101,0
31,98,122,278,001111010,100010110,0
31,99,122,279,001111010,100010111,0
31,100,122,282,001111010,100011010,0
31,101,122,283,001111010,100011011,0
31,102,122,284,001111010,100011100,0
31,103,122,285,001111010,100011101,0
31,104,122,286,001111010,100011110,0
31,105,122,287,001111010,100011111,0
31,106,122,290,001111010,100100010,0
31,107,122,291,001111010,100100011,0
31,108,122,293,001111010,100100101,0
31,109,122,295,001111010,100100111,0
31,110,122,298,001111010,100101010,0
31,111,122,299,001111010,100101011,0
31,112,122,301,001111010,100101101,0
31,113,122,303,001111010,100101111,0
31,114,122,306,001111010,100110010,0
31,115,122,307,001111010,100110011,0
31,116,122,309,001111010,100110101,0
31,117,122,311,001111010,100110111,0
31,118,122,314,001111010,100111010,0
31,119,122,315,001111010,100111011,0
31,120,122,317,001111010,100111101,0
31,121,122,319,001111010,100111111,0
31,122,122,330,001111010,101001010,0
31,123,122,332,001111010,101001100,0
31,124,122,334,001111010,101001110,0
31,125,122,338,001111010,101010010,0
31,126,122,339,001111010,101010011,0
31,127,122,340,001111010,101010100,0
31,128,122,341,001111010,101010101,0
31,129,122,342,001111010,101010110,0
31,130,122,343,001111010,101010111,0
31,131,122,346,001111010,101011010,0
31,132,122,348,001111010,101011100,0
31,133,122,350,001111010,101011110,0
31,134,122,354,001111010,101100010,0
31,135,122,355,001111010,101100011,0
31,136,122,357,001111010,101100101,0
31,137,122,359,001111010,101100111,0
31,138,122,362,001111010,101101010,0
31,139,122,370,001111010,101110010,0
31,140,122,371,001111010,101110011,0
31,141,122,373,001111010,101110101,0
31,142,122,375,001111010,101110111,0
31,143,122,378,001111010,101111010,0
31,144,122,394,001111010,110001010,0
31,145,122,395,001111010,110001011,0
31,146,122,396,001111010,110001100,0
31,147,122,397,001111010,110001101,0
31,148,122,398,001111010,110001110,0
31,149,122,399,001111010,110001111,0
31,150,122,404,001111010,110010100,0
31,151,122,405,001111010,110010101,0
31,152,122,412,001111010,110011100,0
31,153,122,413,001111010,110011101,0
31,154,122,418,001111010,110100010,0
31,155,122,419,001111010,110100011,0
31,156,122,421,001111010,110100101,0
31,157,122,423,001111010,110100111,0
31,158,122,426,001111010,110101010,0
31,159,122,427,001111010,110101011,0
31,160,122,429,001111010,110101101,0
31,161,122,431,001111010,110101111,0
31,162,122,437,001111010,110110101,0
31,163,122,445,001111010,110111101,0
31,164,122,458,001111010,111001010,0
31,165,122,460,001111010,111001100,0
31,166,122,462,001111010,111001110,0
31,167,122,468,001111010,111010100,0
31,168,122,469,001111010,111010101,0
31,169,122,476,001111010,111011100,0
31,170,122,482,001111010,111100010,0
31,171,122,483,001111010,111100011,0
31,172,122,485,001111010,111100101,0
31,173,122,487,001111010,111100111,0
31,174,122,490,001111010,111101010,0
31,175,122,501,001111010,111110101,0
32,33,136,137,010001000,010001001,0
32,34,136,138,010001000,010001010,0
32,35,136,139,010001000,010001011,0
32,36,136,140,010001000,010001100,0
32,37,136,141,010001000,010001101,0
32,38,136,142,010001000,010001110,0
32,39,136,143,010001000,010001111,0
32,40,136,144,010001000,010010000,0
32,41,136,145,010001000,010010001,0
32,42,136,148,010001000,010010100,0
32,43,136,149,010001000,010010101,0
32,44,136,152,010001000,010011000,0
32,45,136,153,010001000,010011001,0
32,46,136,156,010001000,010011100,0
32,47,136,157,010001000,010011101,0
32,48,136,160,010001000,010100000,0
32,49,136,161,010001000,010100001,0
32,50,136,162,010001000,010100010,0
32,51,136,163,010001000,010100011,0
32,52,136,165,010001000,010100101,0
32,53,136,167,010001000,010100111,0
32,54,136,168,010001000,010101000,0
32,55,136,169,010001000,010101001,0
32,56,136,170,010001000,010101010,0
32,57,136,171,010001000,010101011,0
32,58,136,173,010001000,010101101,0
32,59,136,175,010001000,010101111,0
32,60,136,176,010001000,010110000,0
32,61,136,177,010001000,010110001,0
32,62,136,181,010001000,010110101,0
32,63,136,184,010001000,010111000,0
32,64,136,185,010001000,010111001,0
32,65,136,189,010001000,010111101,0
32,66,136,200,010001000,011001000,0
32,67,136,202,010001000,011001010,0
32,68,136,204,010001000,011001100,0
32,69,136,206,010001000,011001110,0
32,70,136,208,010001000,011010000,0
32,71,136,209,010001000,011010001,0
32,72,136,212,010001000,011010100,0
32,73,136,213,010001000,011010101,0
32,74,136,216,010001000,011011000,0
32,75,136,220,010001000,011011100,0
32,76,136,224,010001000,011100000,0
32,77,136,225,010001000,011100001,0
32,78,136,226,010001000,011100010,0
32,79,136,227,010001000,011100011,0
32,80,136,229,010001000,011100101,0
32,81,136,231,010001000,011100111,0
32,82,136,232,010001000,011101000,0
32,83,136,234,010001000,011101010,0
32,84,136,240,010001000,011110000,0
32,85,136,241,010001000,011110001,0
32,86,136,245,010001000,011110101,0
32,87,136,248,010001000,011111000,0
32,88,136,266,010001000,100001010,0
32,89,136,267,010001000,100001011,0
32,90,136,268,010001000,100001100,0
32,91,136,269,010001000,100001101,0
32,92,136,270,010001000,100001110,0
32,93,136,271,010001000,100001111,0
32,94,136,274,010001000,100010010,0
32,95,136,275,010001000,100010011,0
32,96,136,276,010001000,100010100,0
32,97,136,277,010001000,100010101,0
32,98,136,278,010001000,100010110,0
32,99,136,279,010001000,100010111,0
32,100,136,282,010001000,100011010,0
32,101,136,283,010001000,100011011,0
32,102,136,284,010001000,100011100,0
32,103,136,285,010001000,100011101,0
32,104,136,286,010001000,100011110,0
32,105,136,287,010001000,100011111,0
32,106,136,290,010001000,100100010,0
32,107,136,291,010001000,100100011,0
32,108,136,293,010001000,100100101,0
32,109,136,295,010001000,100100111,0
32,110,136,298,010001000,100101010,0
32,111,136,299,010001000,100101011,0
32,112,136,301,010001000,100101101,0
32,113,136,303,010001000,100101111,0
32,114,136,306,010001000,100110010,0
32,115,136,307,010001000,100110011,0
32,116,136,309,010001000,100110101,0
32,117,136,311,010001000,100110111,0
32,118,136,314,010001000,100111010,0
32,119,136,315,010001000,100111011,0
32,120,136,317,010001000,100111101,0
32,121,136,319,010001000,100111111,0
32,122,136,330,010001000,101001010,0
32,123,136,332,010001000,101001100,0
32,124,136,334,010001000,101001110,0
32,125,136,338,010001000,101010010,0
32,126,136,339,010001000,101010011,0
32,127,136,340,010001000,101010100,0
32,128,136,341,010001000,101010101,0
32,129,136,342,010001000,101010110,0
32,130,136,343,010001000,101010111,0
32,131,136,346,010001000,101011010,0
32,132,136,348,010001000,101011100,0
32,133,136,350,010001000,101011110,0
32,134,136,354,010001000,101100010,0
32,135,136,355,010001000,101100011,0
32,136,136,357,010001000,101100101,0
32,137,136,359,010001000,101100111,0
32,138,136,362,010001000,101101010,0
32,139,136,370,010001000,101110010,0
32,140,136,371,010001000,101110011,0
32,141,136,373,010001000,101110101,0
32,142,136,375,010001000,101110111,0
32,143,136,378,010001000,101111010,0
32,144,136,394,010001000,110001010,0
32,145,136,395,010001000,110001011,0
32,146,136,396,010001000,110001100,0
32,147,136,397,010001000,110001101,0
32,148,136,398,010001000,110001110,0
32,149,136,399,010001000,110001111,0
32,150,136,404,010001000,110010100,0
32,151,136,405,010001000,110010101,0
32,152,136,412,010001000,110011100,0
32,153,136,413,010001000,110011101,0
32,154,136,418,010001000,110100010,0
32,155,136,419,010001000,110100011,0
32,156,136,421,010001000,110100101,0
32,157,136,423,010001000,110100111,0
32,158,136,426,010001000,110101010,0
32,159,136,427,010001000,110101011,0
32,160,136,429,010001000,110101101,0
32,161,136,431,010001000,110101111,0
32,162,136,437,010001000,110110101,0
32,163,136,445,010001000,110111101,0
32,164,136,458,010001000,111001010,0
32,165,136,460,010001000,111001100,0
32,166,136,462,010001000,111001110,0
32,167,136,468,010001000,111010100,0
32,168,136,469,010001000,111010101,0
32,169,136,476,010001000,111011100,0
32,170,136,482,010001000,111100010,0
32,171,136,483,010001000,111100011,0
32,172,136,485,010001000,111100101,0
32,173,136,487,010001000,111100111,0
32,174,136,490,010001000,111101010,0
32,175,136,501,010001000,111110101,0
33,34,137,138,010001001,010001010,0
33,35,137,139,010001001,010001011,0
33,36,137,140,010001001,010001100,0
33,37,137,141,010001001,010001101,0
33,38,137,142,010001001,010001110,0
33,39,137,143,010001001,010001111,0
33,40,137,144,010001001,010010000,0
33,41,137,145,010001001,010010001,0
33,42,137,148,010001001,010010100,0
33,43,137,149,010001001,010010101,0
33,44,137,152,010001001,010011000,0
33,45,137,153,010001001,010011001,0
33,46,137,156,010001001,010011100,0
33,47,137,157,010001001,010011101,0
33,48,137,160,010001001,010100000,0
33,49,137,161,010001001,010100001,0
33,50,137,162,010001001,010100010,0
33,51,137,163,010001001,010100011,0
33,52,137,165,010001001,010100101,0
33,53,137,167,010001001,010100111,0
33,54,137,168,010001001,010101000,0
33,55,137,169,010001001,010101001,0
33,56,137,170,010001001,010101010,0
33,57,137,171,010001001,010101011,0
33,58,137,173,010001001,010101101,0
33,59,137,175,010001001,010101111,0
33,60,137,176,010001001,010110000,0
33,61,137,177,010001001,010110001,0
